OCCURRED_ON_DATE,Lat,Long,Merged_Offense_Group,TIME,TIME_PERIOD
2022-03-29 03:27:00,42.339302748800186,-71.07912378357409,Public Disturbances & Law Enforcement Actions,03:27:00,VERY_EARLY_MORNING
2022-03-28 05:34:00,42.36384403276229,-71.0584059465293,Drugs and Alcohol,05:34:00,VERY_EARLY_MORNING
2022-03-24 03:28:00,42.30098009300777,-71.06869927503439,Vandalism and Disorderly Conduct,03:28:00,VERY_EARLY_MORNING
2022-03-24 03:13:00,42.3338068325205,-71.10377843024641,M/V related offenses,03:13:00,VERY_EARLY_MORNING
2022-03-16 03:00:00,42.33954198983014,-71.06940876967543,Vandalism and Disorderly Conduct,03:00:00,VERY_EARLY_MORNING
2022-03-23 03:50:00,42.33954198983014,-71.06940876967543,M/V related offenses,03:50:00,VERY_EARLY_MORNING
2022-03-23 03:16:00,42.28033540074807,-71.08823995254264,Drugs and Alcohol,03:16:00,VERY_EARLY_MORNING
2022-03-22 04:35:00,42.36540380046476,-71.05171229782486,Drugs and Alcohol,04:35:00,VERY_EARLY_MORNING
2022-03-22 04:58:00,42.26161199817964,-71.12217505749344,M/V related offenses,04:58:00,VERY_EARLY_MORNING
2022-03-22 03:12:00,42.35928699659004,-71.05379101582544,Public Disturbances & Law Enforcement Actions,03:12:00,VERY_EARLY_MORNING
2022-03-21 05:53:00,42.37987588594326,-71.03171808789692,M/V related offenses,05:53:00,VERY_EARLY_MORNING
2022-03-21 04:45:00,42.360381725171216,-71.06285768482353,Drugs and Alcohol,04:45:00,VERY_EARLY_MORNING
2022-03-21 03:50:00,42.30626248957589,-71.07633156648913,Public Disturbances & Law Enforcement Actions,03:50:00,VERY_EARLY_MORNING
2022-03-18 05:50:00,42.308720979317286,-71.06435703829645,M/V related offenses,05:50:00,VERY_EARLY_MORNING
2022-03-18 05:40:00,42.27331401243836,-71.09349905917445,M/V related offenses,05:40:00,VERY_EARLY_MORNING
2022-03-18 04:40:00,42.31490505730748,-71.07866701532413,Assault and Violence,04:40:00,VERY_EARLY_MORNING
2022-03-18 04:52:00,42.34968603684838,-71.08217905088463,Vandalism and Disorderly Conduct,04:52:00,VERY_EARLY_MORNING
2022-03-18 04:42:00,42.30149875225236,-71.05071215192716,Theft and Robbery,04:42:00,VERY_EARLY_MORNING
2022-03-18 03:29:00,42.33861136520724,-71.15048996749358,Public Disturbances & Law Enforcement Actions,03:29:00,VERY_EARLY_MORNING
2022-03-14 04:20:00,42.29755532959655,-71.05970910242574,M/V related offenses,04:20:00,VERY_EARLY_MORNING
2022-03-17 03:49:00,42.33091639708704,-71.06415105771896,Public Disturbances & Law Enforcement Actions,03:49:00,VERY_EARLY_MORNING
2022-03-17 04:30:00,42.33428840659416,-71.07239517543796,Public Disturbances & Law Enforcement Actions,04:30:00,VERY_EARLY_MORNING
2022-03-15 04:30:00,42.37882713006452,-71.05894693406647,Vandalism and Disorderly Conduct,04:30:00,VERY_EARLY_MORNING
2022-03-16 05:00:00,42.29755532959655,-71.05970910242574,Public Disturbances & Law Enforcement Actions,05:00:00,VERY_EARLY_MORNING
2022-03-16 05:42:00,42.368914444838815,-71.03399584506877,Drugs and Alcohol,05:42:00,VERY_EARLY_MORNING
2022-03-16 05:24:00,42.35101359529391,-71.07293512728323,M/V related offenses,05:24:00,VERY_EARLY_MORNING
2022-03-16 04:50:00,42.3388294503569,-71.06600624622638,Drugs and Alcohol,04:50:00,VERY_EARLY_MORNING
2022-03-16 05:19:00,42.29755532959655,-71.05970910242574,M/V related offenses,05:19:00,VERY_EARLY_MORNING
2022-03-15 05:50:00,42.30423558883049,-71.11373035686363,Public Disturbances & Law Enforcement Actions,05:50:00,VERY_EARLY_MORNING
2022-03-15 05:29:00,42.28098427270697,-71.08528267094984,Drugs and Alcohol,05:29:00,VERY_EARLY_MORNING
2022-03-15 04:48:00,42.27527670314086,-71.09554245375111,M/V related offenses,04:48:00,VERY_EARLY_MORNING
2022-03-15 03:53:00,42.37696764850063,-71.06638351451842,Drugs and Alcohol,03:53:00,VERY_EARLY_MORNING
2022-03-15 03:08:00,42.36543830014636,-71.03184192926734,Public Disturbances & Law Enforcement Actions,03:08:00,VERY_EARLY_MORNING
2022-03-14 04:15:00,42.35106637179275,-71.06549569082702,M/V related offenses,04:15:00,VERY_EARLY_MORNING
2022-03-14 04:53:00,42.3216015828154,-71.09203546814109,M/V related offenses,04:53:00,VERY_EARLY_MORNING
2022-03-14 03:11:00,42.36780297149182,-71.03943328320705,Public Disturbances & Law Enforcement Actions,03:11:00,VERY_EARLY_MORNING
2022-03-14 04:27:00,42.294173456953246,-71.07193796811559,M/V related offenses,04:27:00,VERY_EARLY_MORNING
2022-03-14 03:20:00,42.38215679407032,-71.0245463878859,M/V related offenses,03:20:00,VERY_EARLY_MORNING
2022-03-10 03:00:00,42.32866283555608,-71.08563401183545,M/V related offenses,03:00:00,VERY_EARLY_MORNING
2022-03-11 05:19:00,42.25604138340057,-71.12102424032604,M/V related offenses,05:19:00,VERY_EARLY_MORNING
2022-03-11 04:29:00,42.352370727241,-71.07227172514538,Theft and Robbery,04:29:00,VERY_EARLY_MORNING
2022-03-11 03:52:00,42.32856401155176,-71.06835343222609,M/V related offenses,03:52:00,VERY_EARLY_MORNING
2022-03-11 03:39:00,42.34201849799732,-71.08566212663452,Public Disturbances & Law Enforcement Actions,03:39:00,VERY_EARLY_MORNING
2022-03-11 03:28:00,42.308788550782936,-71.09055618260567,Public Disturbances & Law Enforcement Actions,03:28:00,VERY_EARLY_MORNING
