OCCURRED_ON_DATE,Lat,Long,Merged_Offense_Group,TIME,TIME_PERIOD
2022-03-22 19:56:00,42.33046535566263,-71.07442944946324,M/V related offenses,19:56:00,EVENING
2022-03-22 19:00:00,42.29755532959655,-71.05970910242574,Public Disturbances & Law Enforcement Actions,19:00:00,EVENING
2022-03-22 19:04:00,42.352559805242855,-71.060432065661,Public Disturbances & Law Enforcement Actions,19:04:00,EVENING
2022-03-22 18:57:00,42.31521396927064,-71.08292636678823,Public Disturbances & Law Enforcement Actions,18:57:00,EVENING
2022-03-22 19:14:00,42.29755532959655,-71.05970910242574,Public Disturbances & Law Enforcement Actions,19:14:00,EVENING
2022-03-22 18:38:00,42.35591934853282,-71.06000538982026,Theft and Robbery,18:38:00,EVENING
2022-03-22 18:56:00,42.33189795778704,-71.06908204191205,Drugs and Alcohol,18:56:00,EVENING
2022-03-21 21:30:00,42.34905600030506,-71.15049849975023,M/V related offenses,21:30:00,EVENING
2022-03-21 20:00:00,42.34905600030506,-71.15049849975023,Vandalism and Disorderly Conduct,20:00:00,EVENING
2022-03-21 21:00:00,42.34905600030506,-71.15049849975023,M/V related offenses,21:00:00,EVENING
2022-03-21 21:30:00,42.35393492457375,-71.13652594523757,Assault and Violence,21:30:00,EVENING
2022-03-21 21:15:00,42.29277796540325,-71.16989709396327,M/V related offenses,21:15:00,EVENING
2022-03-21 20:26:00,42.320914192258,-71.07546292723984,Public Disturbances & Law Enforcement Actions,20:26:00,EVENING
2022-03-21 21:12:00,42.29004970594142,-71.07021576130516,Public Disturbances & Law Enforcement Actions,21:12:00,EVENING
2022-03-21 21:15:00,42.34439568415443,-71.08632016344815,Theft and Robbery,21:15:00,EVENING
2022-03-21 21:09:00,42.341869519755925,-71.08372190158647,Drugs and Alcohol,21:09:00,EVENING
2022-03-21 21:10:00,42.33731437923189,-71.04852327000334,M/V related offenses,21:10:00,EVENING
2022-03-21 21:30:00,42.308969992788,-71.08284838641052,Theft and Robbery,21:30:00,EVENING
2022-03-21 20:01:00,42.34905600030506,-71.15049849975023,M/V related offenses,20:01:00,EVENING
2022-03-21 19:39:00,42.3025853237653,-71.0572430142515,Public Disturbances & Law Enforcement Actions,19:39:00,EVENING
2022-03-21 20:57:00,42.284691637688994,-71.09621547481711,Drugs and Alcohol,20:57:00,EVENING
2022-03-21 20:37:00,42.31894276080241,-71.07775788364356,Public Disturbances & Law Enforcement Actions,20:37:00,EVENING
2022-03-21 20:04:00,42.31999778260087,-71.07216685076597,Public Disturbances & Law Enforcement Actions,20:04:00,EVENING
2022-03-21 20:17:00,42.366085059856616,-71.05767842478159,Drugs and Alcohol,20:17:00,EVENING
2022-03-21 20:16:00,42.26886965956429,-71.1180256580887,M/V related offenses,20:16:00,EVENING
2022-03-21 20:04:00,42.36027809483424,-71.06899804851335,Drugs and Alcohol,20:04:00,EVENING
2022-03-21 18:55:00,42.29752097279298,-71.08502291448019,Assault and Violence,18:55:00,EVENING
2022-03-21 18:32:00,42.33557815365455,-71.03867317502991,M/V related offenses,18:32:00,EVENING
2022-03-21 18:41:00,42.377023184751344,-71.03224729815983,M/V related offenses,18:41:00,EVENING
2022-03-21 19:13:00,42.24525123565882,-71.13465320786364,M/V related offenses,19:13:00,EVENING
2022-03-21 18:53:00,42.28010400049217,-71.1349349510901,M/V related offenses,18:53:00,EVENING
2022-03-21 18:36:00,42.37824799320489,-71.03196294049859,M/V related offenses,18:36:00,EVENING
2022-03-18 21:30:00,42.38134003989553,-71.03138996761444,M/V related offenses,21:30:00,EVENING
2022-03-21 18:54:00,42.27615691256162,-71.09550303038291,Theft and Robbery,18:54:00,EVENING
2022-03-17 18:30:00,42.33954198983014,-71.06940876967543,Vandalism and Disorderly Conduct,18:30:00,EVENING
2022-03-18 19:00:00,42.309718567672746,-71.10429431787648,M/V related offenses,19:00:00,EVENING
2022-03-18 19:30:00,42.29755532959655,-71.05970910242574,M/V related offenses,19:30:00,EVENING
2022-03-18 18:45:00,42.350959087945945,-71.0741278007508,Theft and Robbery,18:45:00,EVENING
2022-03-18 19:00:00,42.27237694365535,-71.07524223900955,M/V related offenses,19:00:00,EVENING
2022-03-18 20:00:00,42.34905600030506,-71.15049849975023,Vandalism and Disorderly Conduct,20:00:00,EVENING
2022-03-18 21:59:00,42.3393687708192,-71.04882856015635,Public Disturbances & Law Enforcement Actions,21:59:00,EVENING
2022-03-18 21:30:00,42.35401603057146,-71.07440899927954,M/V related offenses,21:30:00,EVENING
2022-03-18 21:10:00,42.38246598734537,-71.07858101383816,Drugs and Alcohol,21:10:00,EVENING
2022-03-18 21:20:00,42.33744114436804,-71.08057671027895,Public Disturbances & Law Enforcement Actions,21:20:00,EVENING
2022-03-18 21:40:00,42.35011229315007,-71.17339720193799,Theft and Robbery,21:40:00,EVENING
2022-03-18 21:47:00,42.3285152859839,-71.0765370884368,Vandalism and Disorderly Conduct,21:47:00,EVENING
2022-03-18 21:41:00,42.28482576580488,-71.09137368938802,Vandalism and Disorderly Conduct,21:41:00,EVENING
2022-03-18 21:18:00,42.278559838055365,-71.09199697424748,Public Disturbances & Law Enforcement Actions,21:18:00,EVENING
2022-03-18 19:40:00,42.33954198983014,-71.06940876967543,M/V related offenses,19:40:00,EVENING
2022-03-18 19:53:00,42.33555954081209,-71.07436363774369,Assault and Violence,19:53:00,EVENING
2022-03-18 19:53:00,42.30108480707965,-71.06390781854564,Theft and Robbery,19:53:00,EVENING
2022-03-18 21:00:00,42.29755532959655,-71.05970910242574,Public Disturbances & Law Enforcement Actions,21:00:00,EVENING
2022-03-18 20:49:00,42.29630604035389,-71.08134101250127,M/V related offenses,20:49:00,EVENING
2022-03-18 20:47:00,42.35892278751083,-71.05835354440549,Drugs and Alcohol,20:47:00,EVENING
2022-03-18 20:33:00,42.26995402461329,-71.09006602140299,M/V related offenses,20:33:00,EVENING
2022-03-18 19:59:00,42.349428641424495,-71.0653664119742,Public Disturbances & Law Enforcement Actions,19:59:00,EVENING
2022-03-18 19:19:00,42.326966471363896,-71.06198606584843,Public Disturbances & Law Enforcement Actions,19:19:00,EVENING
2022-03-18 19:29:00,42.33738013602303,-71.08388901070228,Public Disturbances & Law Enforcement Actions,19:29:00,EVENING
2022-03-18 19:57:00,42.37620266818903,-71.03979926160173,Theft and Robbery,19:57:00,EVENING
2022-03-18 18:37:00,42.3481315830497,-71.08027001562783,Theft and Robbery,18:37:00,EVENING
2022-03-18 19:40:00,42.29755532959655,-71.05970910242574,M/V related offenses,19:40:00,EVENING
2022-03-18 18:51:00,42.31094682485453,-71.1081227064212,M/V related offenses,18:51:00,EVENING
2022-03-18 19:02:00,42.34634312502202,-71.08482012772042,M/V related offenses,19:02:00,EVENING
2022-03-18 19:12:00,42.35512339036804,-71.06087979851634,Theft and Robbery,19:12:00,EVENING
2022-03-18 19:32:00,42.27815893075396,-71.09741228391181,M/V related offenses,19:32:00,EVENING
2022-03-18 18:54:00,42.28744929564064,-71.04627601659128,Public Disturbances & Law Enforcement Actions,18:54:00,EVENING
2022-03-16 21:20:00,42.29755532959655,-71.05970910242574,M/V related offenses,21:20:00,EVENING
2022-03-17 20:00:00,42.256028409814185,-71.12190725063012,Theft and Robbery,20:00:00,EVENING
2022-03-17 20:00:00,42.34009829716314,-71.09080645240927,Vandalism and Disorderly Conduct,20:00:00,EVENING
2022-03-17 21:30:00,42.289429330067016,-71.0523512496346,M/V related offenses,21:30:00,EVENING
2022-03-17 21:41:00,42.376795965293695,-71.03789722330227,M/V related offenses,21:41:00,EVENING
2022-03-17 19:55:00,42.31451478938523,-71.0947082029948,Public Disturbances & Law Enforcement Actions,19:55:00,EVENING
2022-03-17 21:28:00,42.36608625238746,-71.05696427496623,Drugs and Alcohol,21:28:00,EVENING
2022-03-17 20:19:00,42.287093552591074,-71.14822128377166,M/V related offenses,20:19:00,EVENING
2022-03-17 21:29:00,42.28604811809415,-71.05226142672491,M/V related offenses,21:29:00,EVENING
2022-03-17 19:37:00,42.288580971791,-71.11745330110627,M/V related offenses,19:37:00,EVENING
2022-03-17 20:57:00,42.34932471285015,-71.0801480124617,Drugs and Alcohol,20:57:00,EVENING
2022-03-17 20:37:00,42.32126854446075,-71.06697280385933,Drugs and Alcohol,20:37:00,EVENING
2022-03-17 19:50:00,42.29755532959655,-71.05970910242574,M/V related offenses,19:50:00,EVENING
2022-03-17 20:18:00,42.32866283555608,-71.08563401183545,Public Disturbances & Law Enforcement Actions,20:18:00,EVENING
2022-03-17 19:00:00,42.34376458213396,-71.08866865414065,Public Disturbances & Law Enforcement Actions,19:00:00,EVENING
2022-03-17 19:00:00,42.350432726359855,-71.12710479628086,Public Disturbances & Law Enforcement Actions,19:00:00,EVENING
2022-03-17 19:00:00,42.29266598926504,-71.05622785335501,Public Disturbances & Law Enforcement Actions,19:00:00,EVENING
2022-03-17 19:20:00,42.348623815554966,-71.08277637086411,Assault and Violence,19:20:00,EVENING
2022-03-17 18:42:00,42.35521624826938,-71.06012863469122,Theft and Robbery,18:42:00,EVENING
2022-03-17 18:30:00,42.348623815554966,-71.08277637086411,Theft and Robbery,18:30:00,EVENING
2022-03-16 19:30:00,42.3242406894884,-71.07761916640618,M/V related offenses,19:30:00,EVENING
2022-03-16 20:00:00,42.31451478938523,-71.0947082029948,M/V related offenses,20:00:00,EVENING
2022-03-15 20:00:00,42.33954198983014,-71.06940876967543,M/V related offenses,20:00:00,EVENING
2022-03-16 20:02:00,42.27357720483551,-71.06770430263478,M/V related offenses,20:02:00,EVENING
2022-03-15 21:00:00,42.372505182267226,-71.04157888700409,Vandalism and Disorderly Conduct,21:00:00,EVENING
2022-03-16 20:30:00,42.26342141128045,-71.10306077995459,M/V related offenses,20:30:00,EVENING
2022-03-16 21:20:00,42.36068786991018,-71.05687293370812,Theft and Robbery,21:20:00,EVENING
2022-03-16 21:59:00,42.36790842817196,-71.05607287492782,Public Disturbances & Law Enforcement Actions,21:59:00,EVENING
2022-03-16 20:45:00,42.34128750439044,-71.05467932649397,Vandalism and Disorderly Conduct,20:45:00,EVENING
2022-03-16 21:18:00,42.347509715224575,-71.09011373253719,M/V related offenses,21:18:00,EVENING
2022-03-16 21:31:00,42.353770782285,-71.1513425222481,Public Disturbances & Law Enforcement Actions,21:31:00,EVENING
2022-03-16 21:11:00,42.335988992181456,-71.07764697613955,M/V related offenses,21:11:00,EVENING
2022-03-16 19:51:00,42.36339790491147,-71.05600208188557,Drugs and Alcohol,19:51:00,EVENING
2022-03-16 19:59:00,42.31667113900633,-71.0974370471027,Theft and Robbery,19:59:00,EVENING
2022-03-16 20:49:00,42.28001264904182,-71.06919374875625,Public Disturbances & Law Enforcement Actions,20:49:00,EVENING
2022-03-16 20:06:00,42.33359101244119,-71.11175636054341,Assault and Violence,20:06:00,EVENING
2022-03-16 19:10:00,42.33159837022136,-71.0515963127916,Public Disturbances & Law Enforcement Actions,19:10:00,EVENING
2022-03-16 19:36:00,42.333184490911954,-71.07393881002383,Assault and Violence,19:36:00,EVENING
2022-03-16 20:12:00,42.29131612789713,-71.07170292796064,Public Disturbances & Law Enforcement Actions,20:12:00,EVENING
2022-03-16 20:14:00,42.36439255506982,-71.06093185280166,Public Disturbances & Law Enforcement Actions,20:14:00,EVENING
2022-03-16 19:16:00,42.33665048239431,-71.07841035201858,Public Disturbances & Law Enforcement Actions,19:16:00,EVENING
2022-03-16 18:53:00,42.27668220511208,-71.1206526825539,Public Disturbances & Law Enforcement Actions,18:53:00,EVENING
2022-03-16 18:36:00,42.3321084294949,-71.07014394813552,Public Disturbances & Law Enforcement Actions,18:36:00,EVENING
2022-03-14 20:00:00,42.37663166813234,-71.05593195497872,Assault and Violence,20:00:00,EVENING
2022-03-16 19:06:00,42.28397463058158,-71.05553564439502,Assault and Violence,19:06:00,EVENING
2022-03-16 18:47:00,42.28482576580488,-71.09137368938802,Drugs and Alcohol,18:47:00,EVENING
2022-03-15 20:05:00,42.29755532959655,-71.05970910242574,Public Disturbances & Law Enforcement Actions,20:05:00,EVENING
2022-03-14 21:00:00,42.3708180467024,-71.03929078135145,M/V related offenses,21:00:00,EVENING
2022-03-10 19:45:00,42.360381725171216,-71.06285768482353,Theft and Robbery,19:45:00,EVENING
2022-03-04 18:42:00,42.35892278751083,-71.05835354440549,Drugs and Alcohol,18:42:00,EVENING
2022-03-15 21:00:00,42.34627139491294,-71.0887259912778,M/V related offenses,21:00:00,EVENING
2022-03-15 19:30:00,42.3708180467024,-71.03929078135145,Public Disturbances & Law Enforcement Actions,19:30:00,EVENING
2022-03-15 19:00:00,42.34905600030506,-71.15049849975023,M/V related offenses,19:00:00,EVENING
2022-03-15 20:09:00,42.34329794595815,-71.06458096424925,Public Disturbances & Law Enforcement Actions,20:09:00,EVENING
2022-03-15 21:17:00,42.37382755162135,-71.04052458543525,Theft and Robbery,21:17:00,EVENING
2022-03-15 20:17:00,42.30015834730632,-71.10613419455463,Public Disturbances & Law Enforcement Actions,20:17:00,EVENING
2022-03-15 20:35:00,42.27624813773797,-71.13646837469076,Firearms and Weapons,20:35:00,EVENING
2022-03-15 20:41:00,42.28128746802138,-71.05515251476494,M/V related offenses,20:41:00,EVENING
2022-03-15 20:06:00,42.3204489853956,-71.07776801279691,M/V related offenses,20:06:00,EVENING
2022-03-15 20:00:00,42.29755532959655,-71.05970910242574,M/V related offenses,20:00:00,EVENING
2022-03-15 20:10:00,42.3104339974624,-71.06134009762133,Drugs and Alcohol,20:10:00,EVENING
2022-03-15 19:00:00,42.283000412855074,-71.1325191444075,Public Disturbances & Law Enforcement Actions,19:00:00,EVENING
2022-03-15 18:35:00,42.32283758702995,-71.10096722512631,Public Disturbances & Law Enforcement Actions,18:35:00,EVENING
2022-03-15 19:01:00,42.38133606850212,-71.0292407377411,Public Disturbances & Law Enforcement Actions,19:01:00,EVENING
2022-03-15 19:02:00,42.37594468490239,-71.0391178560308,Theft and Robbery,19:02:00,EVENING
2022-03-15 18:59:00,42.33349998017161,-71.07350999617319,Drugs and Alcohol,18:59:00,EVENING
2022-03-15 18:53:00,42.29642169128631,-71.0704532718876,Public Disturbances & Law Enforcement Actions,18:53:00,EVENING
2022-03-15 18:37:00,42.28893995306221,-71.09456995899113,Drugs and Alcohol,18:37:00,EVENING
2022-03-14 20:45:00,42.34128750439044,-71.05467932649397,M/V related offenses,20:45:00,EVENING
2022-03-14 20:00:00,42.34905600030506,-71.15049849975023,M/V related offenses,20:00:00,EVENING
2022-03-14 21:30:00,42.29755532959655,-71.05970910242574,M/V related offenses,21:30:00,EVENING
2022-03-14 20:15:00,42.29755532959655,-71.05970910242574,M/V related offenses,20:15:00,EVENING
2022-03-14 21:45:00,42.3708180467024,-71.03929078135145,Vandalism and Disorderly Conduct,21:45:00,EVENING
2022-03-14 20:55:00,42.308969992788,-71.08284838641052,Theft and Robbery,20:55:00,EVENING
2022-03-14 21:30:00,42.33044113294782,-71.08373480990272,Assault and Violence,21:30:00,EVENING
2022-03-14 19:59:00,42.28431508215952,-71.16325239853259,Drugs and Alcohol,19:59:00,EVENING
2022-03-14 21:49:00,42.348529179026535,-71.07805106699831,Firearms and Weapons,21:49:00,EVENING
2022-03-14 21:35:00,42.34980174544626,-71.07840978002983,Firearms and Weapons,21:35:00,EVENING
2022-03-14 20:18:00,42.317599568371065,-71.07891328136354,Public Disturbances & Law Enforcement Actions,20:18:00,EVENING
2022-03-14 20:40:00,42.29037226598841,-71.06845477335422,M/V related offenses,20:40:00,EVENING
2022-03-14 21:19:00,42.29755532959655,-71.05970910242574,Public Disturbances & Law Enforcement Actions,21:19:00,EVENING
2022-03-14 20:45:00,42.33503480952617,-71.08240248062698,Drugs and Alcohol,20:45:00,EVENING
2022-03-14 20:22:00,42.370158009879226,-71.0389660394665,M/V related offenses,20:22:00,EVENING
2022-03-14 19:55:00,42.288865350032246,-71.07738439259764,M/V related offenses,19:55:00,EVENING
2022-03-14 19:53:00,42.31499803419332,-71.09194485108642,Drugs and Alcohol,19:53:00,EVENING
2022-03-14 20:20:00,42.29258323151827,-71.04776198452423,Public Disturbances & Law Enforcement Actions,20:20:00,EVENING
2022-03-14 18:40:00,42.29683296475371,-71.07525196952146,Drugs and Alcohol,18:40:00,EVENING
2022-03-14 19:49:00,42.29755532959655,-71.05970910242574,Public Disturbances & Law Enforcement Actions,19:49:00,EVENING
2022-03-14 19:49:00,42.29755532959655,-71.05970910242574,Public Disturbances & Law Enforcement Actions,19:49:00,EVENING
2022-03-14 19:43:00,42.33611273824143,-71.10927826017355,Public Disturbances & Law Enforcement Actions,19:43:00,EVENING
2022-03-14 18:37:00,42.27037160593265,-71.11195753318519,Drugs and Alcohol,18:37:00,EVENING
2022-03-14 19:00:00,42.34128750439044,-71.05467932649397,Theft and Robbery,19:00:00,EVENING
2022-03-14 18:47:00,42.35512339036804,-71.06087979851634,Theft and Robbery,18:47:00,EVENING
2022-03-14 18:48:00,42.3104339974624,-71.06134009762133,Drugs and Alcohol,18:48:00,EVENING
2022-03-11 20:30:00,42.33954198983014,-71.06940876967543,M/V related offenses,20:30:00,EVENING
2022-03-04 19:00:00,42.34905600030506,-71.15049849975023,M/V related offenses,19:00:00,EVENING
2022-03-11 19:00:00,42.34128750439044,-71.05467932649397,M/V related offenses,19:00:00,EVENING
2022-03-10 20:00:00,42.25326733880219,-71.12385963406831,M/V related offenses,20:00:00,EVENING
2022-03-11 21:48:00,42.332102028001344,-71.07928294139043,Drugs and Alcohol,21:48:00,EVENING
2022-03-11 20:35:00,42.2740917968365,-71.13951458602556,Public Disturbances & Law Enforcement Actions,20:35:00,EVENING
2022-03-11 19:58:00,42.324906961055135,-71.09825795741797,M/V related offenses,19:58:00,EVENING
2022-03-11 21:43:00,42.33512101522588,-71.0552069433532,M/V related offenses,21:43:00,EVENING
2022-03-11 21:58:00,42.356455141625645,-71.06956974838295,Firearms and Weapons,21:58:00,EVENING
2022-03-11 20:27:00,42.36809770239406,-71.03606404168553,Public Disturbances & Law Enforcement Actions,20:27:00,EVENING
2022-03-11 20:37:00,42.29258323151827,-71.04776198452423,Drugs and Alcohol,20:37:00,EVENING
2022-03-11 19:08:00,42.34905600030506,-71.15049849975023,M/V related offenses,19:08:00,EVENING
2022-03-11 20:42:00,42.29515455202072,-71.0648929272468,M/V related offenses,20:42:00,EVENING
2022-03-11 20:30:00,42.29755532959655,-71.05970910242574,M/V related offenses,20:30:00,EVENING
2022-03-11 20:50:00,42.352370727241,-71.07227172514538,Public Disturbances & Law Enforcement Actions,20:50:00,EVENING
2022-03-11 20:17:00,42.34937839202453,-71.13249037314715,M/V related offenses,20:17:00,EVENING
2022-03-11 20:06:00,42.27354896472035,-71.10839004681084,M/V related offenses,20:06:00,EVENING
2022-03-11 19:51:00,42.29426595031504,-71.05968486987166,Drugs and Alcohol,19:51:00,EVENING
2022-03-11 20:31:00,42.28482576580488,-71.09137368938802,Public Disturbances & Law Enforcement Actions,20:31:00,EVENING
2022-03-11 20:30:00,42.28482576580488,-71.09137368938802,Public Disturbances & Law Enforcement Actions,20:30:00,EVENING
2022-03-11 20:00:00,42.31083002747789,-71.08155997299777,M/V related offenses,20:00:00,EVENING
2022-03-11 19:30:00,42.25670535956384,-71.14650457249459,Drugs and Alcohol,19:30:00,EVENING
2022-03-11 19:32:00,42.33841801590941,-71.08199097102468,M/V related offenses,19:32:00,EVENING
2022-03-11 19:26:00,42.307517967075526,-71.07091041758754,Public Disturbances & Law Enforcement Actions,19:26:00,EVENING
2022-03-11 19:27:00,42.34657496862653,-71.07438649690918,Theft and Robbery,19:27:00,EVENING
2022-03-11 18:46:00,42.32300514394979,-71.08081695512372,Public Disturbances & Law Enforcement Actions,18:46:00,EVENING
2022-03-11 19:05:00,42.31356204010547,-71.10521503434089,M/V related offenses,19:05:00,EVENING
2022-03-10 21:00:00,42.37663166813234,-71.05593195497872,M/V related offenses,21:00:00,EVENING
2022-03-10 20:00:00,42.376060167299,-71.03823763584539,Public Disturbances & Law Enforcement Actions,20:00:00,EVENING
2022-03-10 21:56:00,42.26623735462044,-71.16843345611866,M/V related offenses,21:56:00,EVENING
2022-03-10 21:36:00,42.3532756075195,-71.06345772204415,Public Disturbances & Law Enforcement Actions,21:36:00,EVENING
2022-03-10 21:20:00,42.29848866154385,-71.06313294177963,Public Disturbances & Law Enforcement Actions,21:20:00,EVENING
2022-03-10 19:57:00,42.33665635559119,-71.04538534801203,Public Disturbances & Law Enforcement Actions,19:57:00,EVENING
2022-03-10 20:35:00,42.31672099024919,-71.07677704660631,M/V related offenses,20:35:00,EVENING
2022-03-10 20:22:00,42.28297379140311,-71.08194011136256,Theft and Robbery,20:22:00,EVENING
2022-03-10 20:29:00,42.341419998725904,-71.08645994646908,M/V related offenses,20:29:00,EVENING
2022-03-10 20:10:00,42.332354021657295,-71.07138702581973,Drugs and Alcohol,20:10:00,EVENING
2022-03-10 19:51:00,42.27791464599671,-71.09452936620902,Theft and Robbery,19:51:00,EVENING
2022-03-10 19:01:00,42.29755532959655,-71.05970910242574,M/V related offenses,19:01:00,EVENING
2022-03-10 19:18:00,42.3280996604115,-71.06321676048991,M/V related offenses,19:18:00,EVENING
2022-03-10 18:33:00,42.37432204047651,-71.03780297030556,M/V related offenses,18:33:00,EVENING
2022-03-10 19:37:00,42.300630340413214,-71.06888015894044,Public Disturbances & Law Enforcement Actions,19:37:00,EVENING
